Chn,dec,id,Time,t,B0,B0,B0,,C0,,,,,,,
,1381,565,27626.77077,0.22016,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.77247,0.22186,-179,,,,-163,,,,-159,,,
,1381,565,27626.77282,0.22221,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.77452,0.22391,-179,,,,-163,,,,-159,,,
,1381,565,27626.77486,0.22425,-1205,,,,-1189,,,,-1185,,,
,560,230,27626.77555,0.22494,-384,,,,-368,,,,-364,,,
,144,90,27626.7758,0.22519,32,,,,48,,,,52,,,
,152,98,27626.77606,0.22545,24,,,,40,,,,44,,,
,178,000000B2,27626.77631,0.2257,-2,,,,14,,,,18,,,
,803,323,27626.77649,0.22588,-627,,,,-611,,,,-607,,,
,355,163,27626.77674,0.22613,-179,,,,-163,,,,-159,,,
,1280,500,27626.777,0.22639,-1104,,,,-1088,,,,-1084,,,
,1381,565,27626.77725,0.22664,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.77853,0.22792,-179,,,,-163,,,,-159,,,
,1381,565,27626.77896,0.22835,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.78058,0.22997,-179,,,,-163,,,,-159,,,
,1381,565,27626.78101,0.2304,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.78263,0.23202,-179,,,,-163,,,,-159,,,
,1381,565,27626.78306,0.23245,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.78468,0.23407,-179,,,,-163,,,,-159,,,
,1381,565,27626.7851,0.23449,-1205,,,,-1189,,,,-1185,,,
,560,230,27626.78553,0.23492,-384,,,,-368,,,,-364,,,
,144,90,27626.78579,0.23518,32,,,,48,,,,52,,,
,152,98,27626.78604,0.23543,24,,,,40,,,,44,,,
,178,000000B2,27626.7863,0.23569,-2,,,,14,,,,18,,,
,803,323,27626.78655,0.23594,-627,,,,-611,,,,-607,,,
,355,163,27626.78673,0.23612,-179,,,,-163,,,,-159,,,
,1280,500,27626.78698,0.23637,-1104,,,,-1088,,,,-1084,,,
,1381,565,27626.78724,0.23663,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.78877,0.23816,-179,,,,-163,,,,-159,,,
,1381,565,27626.78911,0.2385,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.79082,0.24021,-179,,,,-163,,,,-159,,,
,1381,565,27626.79116,0.24055,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.79287,0.24226,-179,,,,-163,,,,-159,,,
,1381,565,27626.79321,0.2426,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.79483,0.24422,-179,,,,-163,,,,-159,,,
,1381,565,27626.79526,0.24465,-1205,,,,-1189,,,,-1185,,,
,560,230,27626.79551,0.2449,-384,,,,-368,,,,-364,,,
,144,90,27626.79577,0.24516,32,,,,48,,,,52,,,
,152,98,27626.79603,0.24542,24,,,,40,,,,44,,,
,178,000000B2,27626.79628,0.24567,-2,,,,14,,,,18,,,
,803,323,27626.79654,0.24593,-627,,,,-611,,,,-607,,,
,1280,500,27626.79679,0.24618,-1104,,,,-1088,,,,-1084,,,
,355,163,27626.79697,0.24636,-179,,,,-163,,,,-159,,,
,1381,565,27626.79739,0.24678,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.79893,0.24832,-179,,,,-163,,,,-159,,,
,1381,565,27626.79935,0.24874,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.80098,0.25037,-179,,,,-163,,,,-159,,,
,1381,565,27626.8014,0.25079,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.80302,0.25241,-179,,,,-163,,,,-159,,,
,1381,565,27626.80345,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.80507,,-179,,,,-163,,,,-159,,,
,1381,565,27626.8055,,-1205,,,,-1189,,,,-1185,,,
,144,90,27626.80575,,32,,,,48,,,,52,,,
,152,98,27626.80593,,24,,,,40,,,,44,,,
,160,000000A0,27626.80618,,16,,,,32,,,,36,,,
,176,000000B0,27626.80644,,0,3,,,16,,,,20,,,
,178,000000B2,27626.80669,,-2,,,,14,,,,18,,,
,192,000000C0,27626.80695,,-16,,,,0,5,,,4,,,
,355,163,27626.80721,,-179,,,,-163,,,,-159,,,
,560,230,27626.80746,,-384,,,,-368,,,,-364,,,
,803,323,27626.80763,,-627,,,,-611,,,,-607,,,
,1280,500,27626.80789,,-1104,,,,-1088,,,,-1084,,,
,1381,565,27626.80814,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.80917,,-179,,,,-163,,,,-159,,,
,1381,565,27626.80951,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.81122,,-179,,,,-163,,,,-159,,,
,1381,565,27626.81156,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.81318,,-179,,,,-163,,,,-159,,,
,1381,565,27626.81361,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.81523,,-179,,,,-163,,,,-159,,,
,160,000000A0,27626.81548,,16,,,,32,,,,36,,,
,144,90,27626.81574,,32,,,,48,,,,52,,,
,152,98,27626.81599,,24,,,,40,,,,44,,,
,176,000000B0,27626.81625,,0,,,,16,,,,20,,,
,178,000000B2,27626.81651,,-2,,,,14,,,,18,,,
,192,000000C0,27626.81676,,-16,,,,0,,,,4,,,
,560,230,27626.81702,,-384,,,,-368,,,,-364,,,
,803,323,27626.81727,,-627,,,,-611,,,,-607,,,
,1280,500,27626.81753,,-1104,,,,-1088,,,,-1084,,,
,355,163,27626.8177,,-179,,,,-163,,,,-159,,,
,1381,565,27626.81796,,-1205,,,,-1189,,,,-1185,,,
,1381,565,27626.81821,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.81932,,-179,,,,-163,,,,-159,,,
,1381,565,27626.81975,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.82137,,-179,,,,-163,,,,-159,,,
,1381,565,27626.8218,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.82342,,-179,,,,-163,,,,-159,,,
,1381,565,27626.82385,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.82547,,-179,,,,-163,,,,-159,,,
,144,90,27626.82572,,32,,,,48,,,,52,,,
,152,98,27626.82598,,24,,,,40,,,,44,,,
,160,000000A0,27626.82615,,16,,,,32,,,,36,,,
,176,000000B0,27626.82641,,0,,,,16,,,,20,,,
,178,000000B2,27626.82666,,-2,,,,14,,,,18,,,
,192,000000C0,27626.82692,,-16,,,,0,,,,4,,,
,560,230,27626.82717,,-384,,,,-368,,,,-364,,,
,803,323,27626.82743,,-627,,,,-611,,,,-607,,,
,1280,500,27626.82769,,-1104,,,,-1088,,,,-1084,,,
,355,163,27626.82794,,-179,,,,-163,,,,-159,,,
,1381,565,27626.8282,,-1205,,,,-1189,,,,-1185,,,
,1381,565,27626.82837,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.82956,,-179,,,,-163,,,,-159,,,
,1381,565,27626.8299,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.83161,,-179,,,,-163,,,,-159,,,
,1381,565,27626.83195,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.83357,,-179,,,,-163,,,,-159,,,
,1381,565,27626.834,,-1205,,,,-1189,,,,-1185,,,
,160,000000A0,27626.83554,,16,,,,32,,,,36,,,
,144,90,27626.83579,,32,,,,48,,,,52,,,
,152,98,27626.83596,,24,,,,40,,,,44,,,
,176,000000B0,27626.83622,,0,,,,16,,,,20,,,
,178,000000B2,27626.83647,,-2,,,,14,,,,18,,,
,192,000000C0,27626.83673,,-16,,,,0,,,,4,,,
,355,163,27626.83699,,-179,,,,-163,,,,-159,,,
,560,230,27626.83724,,-384,,,,-368,,,,-364,,,
,803,323,27626.8375,,-627,,,,-611,,,,-607,,,
,1280,500,27626.83775,,-1104,,,,-1088,,,,-1084,,,
,1381,565,27626.83801,,-1205,,,,-1189,,,,-1185,,,
,355,163,27626.83861,,-179,,,,-163,,,,,,,
,1381,565,27626.83895,,-1205,,,,-1189,,,,,,,
,355,163,27626.83972,,-179,,,,-163,,,,,,,
,1381,565,27626.84014,,-1205,,,,-1189,,,,,,,
,355,163,27626.84177,,-179,,,,-163,,,,,,,
,1381,565,27626.84219,,-1205,,,,-1189,,,,,,,
,355,163,27626.84381,,-179,,,,-163,,,,,,,
,1381,565,27626.84415,,-1205,,,,-1189,,,,,,,
,161,000000A1,27626.84552,,15,,,,31,,,,,,,
,144,90,27626.84578,,32,,,,48,,,,,,,
,152,98,27626.84603,,24,,,,40,,,,,,,
,177,000000B1,27626.84629,,-1,,,,15,,,,,,,
,178,000000B2,27626.84646,,-2,,,,,,,,,,,
,355,163,27626.84671,,-179,,,,,,,,,,,
,560,230,27626.84697,,-384,,,,,,,,,,,
,803,323,27626.84723,,-627,,,,,,,,,,,
,1280,500,27626.84748,,-1104,,,,,,,,,,,
,1381,565,27626.84774,,-1205,,,,,,,,,,,
,355,163,27626.84834,,-179,,,,,,,,,,,
,1381,565,27626.84868,,-1205,,,,,,,,,,,
,355,163,27626.84996,,-179,,,,,,,,,,,
,1381,565,27626.8503,,-1205,,,,,,,,,,,
,355,163,27626.85192,,-179,,,,,,,,,,,
,1381,565,27626.85235,,-1205,,,,,,,,,,,
,355,163,27626.85397,,-179,,,,,,,,,,,
,1381,565,27626.85439,,-1205,,,,,,,,,,,
,161,000000A1,27626.8555,,15,,,,,,,,,,,
,144,90,27626.85576,,32,,,,,,,,,,,
,152,98,27626.85602,,24,,,,,,,,,,,
,177,000000B1,27626.85627,,-1,,,,,,,,,,,
,178,000000B2,27626.85644,,-2,,,,,,,,,,,
,355,163,27626.8567,,-179,,,,,,,,,,,
,560,230,27626.85695,,-384,,,,,,,,,,,
,803,323,27626.85721,,-627,,,,,,,,,,,
,1280,500,27626.85747,,-1104,,,,,,,,,,,
,1381,565,27626.85772,,-1205,,,,,,,,,,,
,355,163,27626.85832,,-179,,,,,,,,,,,
,1381,565,27626.85866,,-1205,,,,,,,,,,,
,355,163,27626.86011,,-179,,,,,,,,,,,
,1381,565,27626.86054,,-1205,,,,,,,,,,,
,355,163,27626.86216,,-179,,,,,,,,,,,
,1381,565,27626.86259,,-1205,,,,,,,,,,,
,355,163,27626.86421,,-179,,,,,,,,,,,
,1381,565,27626.86455,,-1205,,,,,,,,,,,
,161,000000A1,27626.86549,,15,,,,,,,,,,,
,144,90,27626.86574,,32,,,,,,,,,,,
,152,98,27626.866,,24,,,,,,,,,,,
,177,000000B1,27626.86626,,-1,,,,,,,,,,,
,178,000000B2,27626.86651,,-2,,,,,,,,,,,
,355,163,27626.86677,,-179,,,,,,,,,,,
,560,230,27626.86694,,-384,,,,,,,,,,,
,803,323,27626.86719,,-627,,,,,,,,,,,
,1280,500,27626.86745,,-1104,,,,,,,,,,,
,1381,565,27626.86771,,-1205,,,,,,,,,,,
,355,163,27626.8683,,-179,,,,,,,,,,,
,1381,565,27626.86873,,-1205,,,,,,,,,,,
,355,163,27626.87027,,-179,,,,,,,,,,,
,1381,565,27626.87069,,-1205,,,,,,,,,,,
,355,163,27626.87231,,-179,,,,,,,,,,,
,1381,565,27626.87274,,-1205,,,,,,,,,,,
,355,163,27626.87436,,-179,,,,,,,,,,,
,1381,565,27626.87479,,-1205,,,,,,,,,,,
,196,000000C4,27626.87547,,-20,,,,,,,,,,,
,144,90,27626.87573,,32,,,,,,,,,,,
,152,98,27626.87598,,24,,,,,,,,,,,
,178,000000B2,27626.87624,,-2,,,,,,,,,,,
,355,163,27626.8765,,-179,,,,,,,,,,,
,560,230,27626.87675,,-384,,,,,,,,,,,
,803,323,27626.87701,,-627,,,,,,,,,,,
,1280,500,27626.87718,,-1104,,,,,,,,,,,
,1381,565,27626.87743,,-1205,,,,,,,,,,,
,355,163,27626.87846,,-179,,,,,,,,,,,
,1381,565,27626.87889,,-1205,,,,,,,,,,,
,355,163,27626.88051,,-179,,,,,,,,,,,
,1381,565,27626.88093,,-1205,,,,,,,,,,,
,355,163,27626.88255,,-179,,,,,,,,,,,
,1381,565,27626.8829,,-1205,,,,,,,,,,,
,355,163,27626.8846,,-179,,,,,,,,,,,
,1381,565,27626.88494,,-1205,,,,,,,,,,,
,196,000000C4,27626.88546,,-20,,,,,,,,,,,
,144,90,27626.88571,,32,,,,,,,,,,,
,152,98,27626.88597,,24,,,,,,,,,,,
,178,000000B2,27626.88622,,-2,,,,,,,,,,,
,560,230,27626.88648,,-384,,,,,,,,,,,
,355,163,27626.88674,,-179,,,,,,,,,,,
,803,323,27626.88699,,-627,,,,,,,,,,,
,1280,500,27626.88725,,-1104,,,,,,,,,,,
,1381,565,27626.88742,,-1205,,,,,,,,,,,
,355,163,27626.88861,,-179,,,,,,,,,,,
,1381,565,27626.88904,,-1205,,,,,,,,,,,
,355,163,27626.89066,,-179,,,,,,,,,,,
,1381,565,27626.89109,,-1205,,,,,,,,,,,
,355,163,27626.89271,,-179,,,,,,,,,,,
,1381,565,27626.89314,,-1205,,,,,,,,,,,
,355,163,27626.89476,,-179,,,,,,,,,,,
,1381,565,27626.89518,,-1205,,,,,,,,,,,
,196,000000C4,27626.89553,,-20,,,,,,,,,,,
,144,90,27626.8957,,32,,,,,,,,,,,
,152,98,27626.89595,,24,,,,,,,,,,,
,178,000000B2,27626.89621,,-2,,,,,,,,,,,
,560,230,27626.89646,,-384,,,,,,,,,,,
,803,323,27626.89672,,-627,,,,,,,,,,,
,355,163,27626.89698,,-179,,,,,,,,,,,
,1280,500,27626.89723,,-1104,,,,,,,,,,,
,1381,565,27626.89749,,-1205,,,,,,,,,,,
,355,163,27626.89885,,-179,,,,,,,,,,,
,1381,565,27626.89928,,-1205,,,,,,,,,,,
,355,163,27626.9009,,-179,,,,,,,,,,,
,1381,565,27626.90133,,-1205,,,,,,,,,,,
,355,163,27626.90295,,-179,,,,,,,,,,,
,1381,565,27626.90329,,-1205,,,,,,,,,,,
,355,163,27626.905,,-179,,,,,,,,,,,
,1381,565,27626.90534,,-1205,,,,,,,,,,,
,144,90,27626.90559,,32,,,,,,,,,,,
,152,98,27626.90585,,24,,,,,,,,,,,
,178,000000B2,27626.90611,,-2,,,,,,,,,,,
,196,000000C4,27626.90636,,-20,,,,,,,,,,,
,560,230,27626.90662,,-384,,,,,,,,,,,
,803,323,27626.90687,,-627,,,,,,,,,,,
,355,163,27626.90705,,-179,,,,,,,,,,,
,1280,500,27626.9073,,-1104,,,,,,,,,,,
,1381,565,27626.90756,,-1205,,,,,,,,,,,
,355,163,27626.90909,,-179,,,,,,,,,,,
,1381,565,27626.90943,,-1205,,,,,,,,,,,
,355,163,27626.91106,,-179,,,,,,,,,,,
,1381,565,27626.91148,,-1205,,,,,,,,,,,
,355,163,27626.9131,,-179,,,,,,,,,,,
,1381,565,27626.91353,,-1205,,,,,,,,,,,
,355,163,27626.91515,,-179,,,,,,,,,,,
,196,000000C4,27626.91549,,-20,,,,,,,,,,,
,144,90,27626.91575,,32,,,,,,,,,,,
,152,98,27626.91601,,24,,,,,,,,,,,
,178,000000B2,27626.91618,,-2,,,,,,,,,,,
,560,230,27626.91643,,-384,,,,,,,,,,,
,803,323,27626.91669,,-627,,,,,,,,,,,
,1280,500,27626.91694,,-1104,,,,,,,,,,,
,1381,565,27626.9172,,-1205,,,,,,,,,,,
,355,163,27626.91754,,-179,,,,,,,,,,,
,1381,565,27626.91788,,-1205,,,,,,,,,,,
,355,163,27626.91925,,-179,,,,,,,,,,,
,1381,565,27626.91967,,-1205,,,,,,,,,,,
,355,163,27626.9213,,-179,,,,,,,,,,,
,1381,565,27626.92172,,-1205,,,,,,,,,,,
,355,163,27626.92334,,-179,,,,,,,,,,,
,1381,565,27626.92369,,-1205,,,,,,,,,,,
,355,163,27626.92539,,-179,,,,,,,,,,,
,144,90,27626.92565,,32,,,,,,,,,,,
,152,98,27626.92582,,24,,,,,,,,,,,
,163,000000A3,27626.92607,,13,,,,,,,,,,,
,178,000000B2,27626.92633,,-2,,,,,,,,,,,
,179,000000B3,27626.92659,,-3,,,,,,,,,,,
,560,230,27626.92684,,-384,,,,,,,,,,,
,803,323,27626.9271,,-627,,,,,,,,,,,
,1280,500,27626.92735,,-1104,,,,,,,,,,,
,1381,565,27626.92761,,-1205,,,,,,,,,,,
,355,163,27626.92778,,-179,,,,,,,,,,,
,1381,565,27626.92821,,-1205,,,,,,,,,,,
,355,163,27626.9294,,-179,,,,,,,,,,,
,1381,565,27626.92983,,-1205,,,,,,,,,,,
,355,163,27626.93145,,-179,,,,,,,,,,,
,1381,565,27626.93188,,-1205,,,,,,,,,,,
,355,163,27626.9335,,-179,,,,,,,,,,,
,1381,565,27626.93393,,-1205,,,,,,,,,,,
,163,000000A3,27626.93546,,13,,,,,,,,,,,
,144,90,27626.93572,,32,,,,,,,,,,,
,152,98,27626.93597,,24,,,,,,,,,,,
,178,000000B2,27626.93623,,-2,,,,,,,,,,,
,179,000000B3,27626.93649,,-3,,,,,,,,,,,
,355,163,27626.93666,,-179,,,,,,,,,,,
,560,230,27626.93691,,-384,,,,,,,,,,,
,803,323,27626.93717,,-627,,,,,,,,,,,
,1280,500,27626.93742,,-1104,,,,,,,,,,,
,1381,565,27626.93768,,-1205,,,,,,,,,,,
,355,163,27626.93828,,-179,,,,,,,,,,,
,1381,565,27626.9387,,-1205,,,,,,,,,,,
,355,163,27626.93964,,-179,,,,,,,,,,,
,1381,565,27626.94007,,-1205,,,,,,,,,,,
,355,163,27626.94169,,-179,,,,,,,,,,,
,1381,565,27626.94203,,-1205,,,,,,,,,,,
,355,163,27626.94374,,-179,,,,,,,,,,,
,1381,565,27626.94408,,-1205,,,,,,,,,,,
,163,000000A3,27626.94545,,13,,,,,,,,,,,
,144,90,27626.9457,,32,,,,,,,,,,,
,152,98,27626.94596,,24,,,,,,,,,,,
,178,000000B2,27626.94621,,-2,,,,,,,,,,,
,179,000000B3,27626.94647,,-3,,,,,,,,,,,
,355,163,27626.94664,,-179,,,,,,,,,,,
,560,230,27626.9469,,-384,,,,,,,,,,,
,803,323,27626.94715,,-627,,,,,,,,,,,
,1280,500,27626.94741,,-1104,,,,,,,,,,,
,1381,565,27626.94766,,-1205,,,,,,,,,,,
,355,163,27626.94826,,-179,,,,,,,,,,,
,1381,565,27626.94869,,-1205,,,,,,,,,,,
,355,163,27626.9498,,-179,,,,,,,,,,,
,1381,565,27626.95022,,-1205,,,,,,,,,,,
,355,163,27626.95185,,-179,,,,,,,,,,,
,1381,565,27626.95227,,-1205,,,,,,,,,,,
,355,163,27626.95389,,-179,,,,,,,,,,,
,1381,565,27626.95432,,-1205,,,,,,,,,,,
,163,000000A3,27626.95543,,13,,,,,,,,,,,
,144,90,27626.95569,,32,,,,,,,,,,,
,152,98,27626.95594,,24,,,,,,,,,,,
,178,000000B2,27626.9562,,-2,,,,,,,,,,,
,179,000000B3,27626.95645,,-3,,,,,,,,,,,
,355,163,27626.95671,,-179,,,,,,,,,,,
,560,230,27626.95697,,-384,,,,,,,,,,,
,803,323,27626.95714,,-627,,,,,,,,,,,
,1280,500,27626.95739,,-1104,,,,,,,,,,,
,1381,565,27626.95765,,-1205,,,,,,,,,,,
,355,163,27626.95825,,-179,,,,,,,,,,,
,1381,565,27626.95867,,-1205,,,,,,,,,,,
,355,163,27626.96004,,-179,,,,,,,,,,,
,1381,565,27626.96038,,-1205,,,,,,,,,,,
,355,163,27626.96209,,-179,,,,,,,,,,,
,1381,565,27626.96243,,-1205,,,,,,,,,,,
,355,163,27626.96413,,-179,,,,,,,,,,,
,1381,565,27626.96447,,-1205,,,,,,,,,,,
,560,230,27626.96541,,-384,,,,,,,,,,,
,144,90,27626.96567,,32,,,,,,,,,,,
,152,98,27626.96593,,24,,,,,,,,,,,
,178,000000B2,27626.96618,,-2,,,,,,,,,,,
,355,163,27626.96644,,-179,,,,,,,,,,,
,803,323,27626.96669,,-627,,,,,,,,,,,
,1280,500,27626.96695,,-1104,,,,,,,,,,,
,1381,565,27626.96721,,-1205,,,,,,,,,,,
,355,163,27626.96814,,-179,,,,,,,,,,,
,1381,565,27626.96857,,-1205,,,,,,,,,,,
,355,163,27626.97019,,-179,,,,,,,,,,,
,1381,565,27626.97062,,-1205,,,,,,,,,,,
,355,163,27626.97224,,-179,,,,,,,,,,,
,1381,565,27626.97267,,-1205,,,,,,,,,,,
,355,163,27626.97429,,-179,,,,,,,,,,,
,1381,565,27626.97471,,-1205,,,,,,,,,,,
,560,230,27626.97548,,-384,,,,,,,,,,,
,144,90,27626.97574,,32,,,,,,,,,,,
,152,98,27626.97591,,24,,,,,,,,,,,
,178,000000B2,27626.97617,,-2,,,,,,,,,,,
,355,163,27626.97642,,-179,,,,,,,,,,,
,803,323,27626.97668,,-627,,,,,,,,,,,
,1280,500,27626.97693,,-1104,,,,,,,,,,,
,1381,565,27626.97719,,-1205,,,,,,,,,,,
,355,163,27626.97838,,-179,,,,,,,,,,,
,1381,565,27626.97873,,-1205,,,,,,,,,,,
,355,163,27626.98043,,-179,,,,,,,,,,,
,1381,565,27626.98077,,-1205,,,,,,,,,,,
,355,163,27626.98248,,-179,,,,,,,,,,,
,1381,565,27626.98282,,-1205,,,,,,,,,,,
,355,163,27626.98444,,-179,,,,,,,,,,,
,1381,565,27626.98487,,-1205,,,,,,,,,,,
,560,230,27626.98547,,-384,,,,,,,,,,,
,144,90,27626.98572,,32,,,,,,,,,,,
,152,98,27626.98598,,24,,,,,,,,,,,
,178,000000B2,27626.98615,,-2,,,,,,,,,,,
,803,323,27626.98641,,-627,,,,,,,,,,,
,355,163,27626.98666,,-179,,,,,,,,,,,
,1280,500,27626.98692,,-1104,,,,,,,,,,,
,1381,565,27626.98717,,-1205,,,,,,,,,,,
,355,163,27626.98854,,-179,,,,,,,,,,,
,1381,565,27626.98897,,-1205,,,,,,,,,,,
,355,163,27626.99059,,-179,,,,,,,,,,,
,1381,565,27626.99101,,-1205,,,,,,,,,,,
,355,163,27626.99263,,-179,,,,,,,,,,,
,1381,565,27626.99306,,-1205,,,,,,,,,,,
,355,163,27626.99468,,-179,,,,,,,,,,,
,1381,565,27626.99511,,-1205,,,,,,,,,,,
,560,230,27626.99545,,-384,,,,,,,,,,,
,144,90,27626.99571,,32,,,,,,,,,,,
,152,98,27626.99596,,24,,,,,,,,,,,
,178,000000B2,27626.99622,,-2,,,,,,,,,,,
,803,323,27626.99639,,-627,,,,,,,,,,,
,1280,500,27626.99665,,-1104,,,,,,,,,,,
,355,163,27626.9969,,-179,,,,,,,,,,,
,1381,565,27626.99733,,-1205,,,,,,,,,,,
,355,163,27626.99878,,-179,,,,,,,,,,,
,1381,565,27626.99912,,-1205,,,,,,,,,,,
,355,163,27627.00083,,-179,,,,,,,,,,,
,1381,565,27627.00117,,-1205,,,,,,,,,,,
,355,163,27627.00279,,,,,,,,,,,,,
,1381,565,27627.00322,,,,,,,,,,,,,
,355,163,27627.00484,,,,,,,,,,,,,
,1381,565,27627.00526,,,,,,,,,,,,,
,144,90,27627.00552,,,,,,,,,,,,,
,152,98,27627.00578,,,,,,,,,,,,,
,160,000000A0,27627.00603,,,,,,,,,,,,,
,176,000000B0,27627.00629,,,,,,,,,,,,,
,178,000000B2,27627.00646,,,,,,,,,,,,,
,192,000000C0,27627.00671,,,,,,,,,,,,,
,355,163,27627.00697,,,,,,,,,,,,,
,560,230,27627.00723,,,,,,,,,,,,,
,803,323,27627.00748,,,,,,,,,,,,,
,1280,500,27627.00774,,,,,,,,,,,,,
,1381,565,27627.00799,,,,,,,,,,,,,
,355,163,27627.00893,,,,,,,,,,,,,
,1381,565,27627.00936,,,,,,,,,,,,,
,355,163,27627.01098,,,,,,,,,,,,,
,1381,565,27627.01141,,,,,,,,,,,,,
,355,163,27627.01303,,,,,,,,,,,,,
,1381,565,27627.01346,,,,,,,,,,,,,
,355,163,27627.01508,,,,,,,,,,,,,
,160,000000A0,27627.01542,,,,,,,,,,,,,
,144,90,27627.01567,,,,,,,,,,,,,
,152,98,27627.01593,,,,,,,,,,,,,
,176,000000B0,27627.01619,,,,,,,,,,,,,
,178,000000B2,27627.01644,,,,,,,,,,,,,
,192,000000C0,27627.0167,,,,,,,,,,,,,
,560,230,27627.01687,,,,,,,,,,,,,
,803,323,27627.01713,,,,,,,,,,,,,
,1280,500,27627.01738,,,,,,,,,,,,,
,355,163,27627.01764,,,,,,,,,,,,,
,1381,565,27627.01789,,,,,,,,,,,,,
,1381,565,27627.01815,,,,,,,,,,,,,
,355,163,27627.01917,,,,,,,,,,,,,
,1381,565,27627.01951,,,,,,,,,,,,,
,355,163,27627.02122,,,,,,,,,,,,,
,1381,565,27627.02156,,,,,,,,,,,,,
,355,163,27627.02318,,,,,,,,,,,,,
,1381,565,27627.02361,,,,,,,,,,,,,
,355,163,27627.02523,,,,,,,,,,,,,
,144,90,27627.02549,,,,,,,,,,,,,
,152,98,27627.02574,,,,,,,,,,,,,
,160,000000A0,27627.026,,,,,,,,,,,,,
,176,000000B0,27627.02626,,,,,,,,,,,,,
,178,000000B2,27627.02651,,,,,,,,,,,,,
,192,000000C0,27627.02677,,,,,,,,,,,,,
,560,230,27627.02702,,,,,,,,,,,,,
,803,323,27627.02719,,,,,,,,,,,,,
,1280,500,27627.02745,,,,,,,,,,,,,
,355,163,27627.02771,,,,,,,,,,,,,
,1381,565,27627.02796,,,,,,,,,,,,,
,1381,565,27627.02822,,,,,,,,,,,,,
,355,163,27627.02933,,,,,,,,,,,,,
,1381,565,27627.02975,,,,,,,,,,,,,
,355,163,27627.03138,,,,,,,,,,,,,
,1381,565,27627.0318,,,,,,,,,,,,,
,355,163,27627.03342,,,,,,,,,,,,,
,1381,565,27627.03385,,,,,,,,,,,,,
,160,000000A0,27627.03539,,,,,,,,,,,,,
,144,90,27627.03564,,,,,,,,,,,,,
,152,98,27627.0359,,,,,,,,,,,,,
,176,000000B0,27627.03615,,,,,,,,,,,,,
,178,000000B2,27627.03641,,,,,,,,,,,,,
,192,000000C0,27627.03667,,,,,,,,,,,,,
,355,163,27627.03692,,,,,,,,,,,,,
,560,230,27627.03718,,,,,,,,,,,,,
,803,323,27627.03743,,,,,,,,,,,,,
,1280,500,27627.03761,,,,,,,,,,,,,
,1381,565,27627.03786,,,,,,,,,,,,,
,355,163,27627.03846,,,,,,,,,,,,,
,1381,565,27627.03889,,,,,,,,,,,,,
,355,163,27627.03957,,,,,,,,,,,,,
,1381,565,27627.03991,,,,,,,,,,,,,
,355,163,27627.04153,,,,,,,,,,,,,
,1381,565,27627.04196,,,,,,,,,,,,,
,355,163,27627.04358,,,,,,,,,,,,,
,1381,565,27627.04401,,,,,,,,,,,,,
,161,000000A1,27627.04546,,,,,,,,,,,,,
,144,90,27627.04563,,,,,,,,,,,,,
,152,98,27627.04588,,,,,,,,,,,,,
,177,000000B1,27627.04614,,,,,,,,,,,,,
,178,000000B2,27627.04639,,,,,,,,,,,,,
,355,163,27627.04665,,,,,,,,,,,,,
,0,230,27627.04691,,,,,,,,,,,,,
,0,323,27627.04716,,,,,,,,,,,,,
,0,500,27627.04742,,,,,,,,,,,,,
,0,565,27627.04767,,,,,,,,,,,,,
,0,163,27627.04827,,,,,,,,,,,,,
,0,565,27627.04861,,,,,,,,,,,,,
,0,163,27627.04972,,,,,,,,,,,,,
,0,565,27627.05015,,,,,,,,,,,,,
,0,163,27627.05177,,,,,,,,,,,,,
,0,565,27627.0522,,,,,,,,,,,,,
,0,163,27627.05382,,,,,,,,,,,,,
,0,565,27627.05416,,,,,,,,,,,,,
,0,000000A1,27627.05544,,,,,,,,,,,,,
,0,90,27627.0557,,,,,,,,,,,,,
,0,98,27627.05587,,,,,,,,,,,,,
,0,000000B1,27627.05612,,,,,,,,,,,,,
,0,000000B2,27627.05638,,,,,,,,,,,,,
,0,163,27627.05663,,,,,,,,,,,,,
,0,230,27627.05689,,,,,,,,,,,,,
